loss,accuracy,val_loss,val_accuracy
1.7042880058288574,0.37189117074012756,2.42417049407959,0.2734101116657257
1.4832581281661987,0.451677531003952,1.5096763372421265,0.4446670114994049
1.3728538751602173,0.5025871992111206,1.851480484008789,0.40310466289520264
1.3233466148376465,0.5174428224563599,1.4579792022705078,0.46169254183769226
1.2541025876998901,0.5484893918037415,1.2299823760986328,0.5458187460899353
1.222036600112915,0.5715239644050598,1.262233853340149,0.5588382482528687
1.145764708518982,0.6039058566093445,1.269234299659729,0.5468202233314514
1.0961607694625854,0.6229344010353088,1.4339115619659424,0.5638457536697388
1.0745234489440918,0.633283257484436,1.104127049446106,0.6009013652801514
1.031422734260559,0.6382907629013062,1.2087243795394897,0.5958938598632812
1.0380853414535522,0.6411283612251282,1.2120147943496704,0.5683525204658508
1.006529688835144,0.6534802317619324,1.05405592918396,0.632448673248291
1.0074900388717651,0.6623268127441406,1.1632291078567505,0.5958938598632812
0.9685855507850647,0.6753463745117188,0.9975665807723999,0.6559839844703674
0.9106201529502869,0.6888666152954102,1.2080326080322266,0.6039058566093445
0.8942399621009827,0.6980470418930054,0.9952484369277954,0.6670004725456238
0.8821085691452026,0.7037222385406494,0.9751852750778198,0.6609914898872375
0.859775722026825,0.7119011878967285,1.2758986949920654,0.6009013652801514
0.8127102851867676,0.7284259796142578,1.0536588430404663,0.6509764790534973
0.813171923160553,0.7309297323226929,1.038349986076355,0.6705057621002197
0.8006841540336609,0.731931209564209,1.120972990989685,0.6314471960067749
0.7621719241142273,0.7449507713317871,1.0578187704086304,0.6584877371788025
0.8317848443984985,0.7160741090774536,0.9674531817436218,0.6815223097801208
0.7563087940216064,0.7422800660133362,1.0570334196090698,0.6599900126457214
0.7132169008255005,0.7501251697540283,1.0378425121307373,0.6905357837677002
0.686525821685791,0.7656484842300415,0.8904601335525513,0.7080621123313904
0.7790980339050293,0.7377732992172241,1.2599173784255981,0.6139208674430847
0.7632431983947754,0.7457853555679321,1.0190980434417725,0.678517758846283
0.7157279849052429,0.7651477456092834,1.198754072189331,0.6199299097061157
0.7457872033119202,0.7499582767486572,0.9589270353317261,0.7045568227767944
0.6907496452331543,0.7749958038330078,0.8525353670120239,0.7155733704566956
0.676781177520752,0.7723251581192017,1.10142183303833,0.6484727263450623
0.6454768180847168,0.7826740145683289,0.8804027438163757,0.7225838899612427
0.6501635313034058,0.7746620178222656,0.9174079895019531,0.7140710949897766
0.6055009961128235,0.789684534072876,1.0746748447418213,0.6875312924385071
0.6663165092468262,0.7728258967399597,1.0840152502059937,0.6670004725456238
0.6629512310028076,0.7838424444198608,1.051612377166748,0.6720080375671387
0.6461442112922668,0.7826740145683289,0.950696587562561,0.7185778617858887
0.6832428574562073,0.7663161158561707,1.0313735008239746,0.6875312924385071
0.6128804683685303,0.7958604693412781,1.0207749605178833,0.7070605754852295
0.6373137831687927,0.7903521656990051,1.159454107284546,0.6394591927528381
0.6428145170211792,0.7846770286560059,0.9023563265800476,0.7185778617858887
0.6344031095504761,0.791353702545166,0.9479450583457947,0.7180771231651306
0.6129446625709534,0.7976965308189392,1.025555968284607,0.681021511554718
0.6792380809783936,0.7783341407775879,1.1299831867218018,0.6549824476242065
0.6865403652191162,0.7696544528007507,1.2424366474151611,0.6244366765022278
0.691886842250824,0.7714905738830566,0.9096406102180481,0.7230846285820007
0.593677282333374,0.8028709888458252,0.9538549184799194,0.7035553455352783
0.5752248167991638,0.8068769574165344,0.8848286867141724,0.7215823531150818
0.5893324613571167,0.7996995449066162,0.8848847150802612,0.7285928726196289
0.6033297181129456,0.7971957921981812,0.8518040180206299,0.7381071448326111
0.6262946724891663,0.7915205955505371,0.9090451002120972,0.7315974235534668
0.5583228468894958,0.8108829855918884,0.8898490071296692,0.733600378036499
0.5679886341094971,0.8103822469711304,1.1296281814575195,0.6549824476242065
0.5248469114303589,0.8202303647994995,1.0160208940505981,0.7005508542060852
0.5883370637893677,0.8060423731803894,1.0172703266143799,0.7245869040489197
0.5644869208335876,0.8147220611572266,1.1013816595077515,0.6750125288963318
0.5698704123497009,0.8112168312072754,0.9791989326477051,0.7210816144943237
0.5340470671653748,0.8148890137672424,0.958668053150177,0.7185778617858887
0.6238420009613037,0.7851777672767639,0.9770967960357666,0.7070605754852295
0.581508219242096,0.8085461258888245,0.9313517212867737,0.737105667591095
0.5754916667938232,0.8103822469711304,1.0853769779205322,0.6875312924385071
0.5465274453163147,0.8162243366241455,0.9711979031562805,0.7215823531150818
0.5979015827178955,0.8040394186973572,1.0031123161315918,0.7035553455352783
0.5669000148773193,0.8037055730819702,1.0127885341644287,0.7075613141059875
0.6123166680335999,0.7950258851051331,0.9586125612258911,0.7025538086891174
0.5430053472518921,0.8137205839157104,0.9331983923912048,0.7275913953781128
0.5892183184623718,0.8077115416526794,0.9256280660629272,0.729093611240387
0.6182584762573242,0.8017025589942932,0.9831914901733398,0.691036581993103
0.5746502876281738,0.8088799715042114,1.114829421043396,0.6685027480125427
0.5333448052406311,0.8183942437171936,1.2313663959503174,0.6629945039749146
0.543651282787323,0.8203972578048706,0.9832772612571716,0.7140710949897766
0.5648502707481384,0.8107160925865173,0.8985597491264343,0.7381071448326111
0.5435890555381775,0.8217325806617737,0.9598754048347473,0.7190786004066467
0.5243063569068909,0.8229010105133057,0.898270308971405,0.7546319365501404
0.565901517868042,0.8152228593826294,0.9498547315597534,0.7210816144943237
0.5528333187103271,0.8143882751464844,0.9773095846176147,0.7110666036605835
0.5425793528556824,0.8163912296295166,0.8751564621925354,0.737606406211853
0.5237323641777039,0.8222333788871765,1.1405421495437622,0.6995493173599243
0.526052713394165,0.8242363333702087,0.989428699016571,0.7265898585319519
0.5310460925102234,0.8307461142539978,0.8731073141098022,0.7461192011833191
0.5340563058853149,0.8229010105133057,0.9216329455375671,0.737606406211853
0.5104697346687317,0.8312468528747559,0.9487646222114563,0.7325989007949829
0.5376884341239929,0.8265731930732727,1.3216496706008911,0.6639959812164307
0.5404101014137268,0.8250709176063538,0.9478487968444824,0.7501251697540283
0.543840229511261,0.8182273507118225,0.880681574344635,0.7341011762619019
0.5182783603668213,0.8325822353363037,1.0699814558029175,0.6880320310592651
0.5192562937736511,0.8295776844024658,0.8951292037963867,0.7511267066001892
0.5402530431747437,0.8175596594810486,0.9373922944068909,0.7401101589202881
0.6128993034362793,0.7970288991928101,0.8923988342285156,0.7366049289703369
0.5511396527290344,0.8190619349479675,1.0417858362197876,0.691036581993103
0.6011677384376526,0.8005341291427612,0.8429227471351624,0.7546319365501404
0.5367205142974854,0.8220664262771606,0.8949665427207947,0.7406108975410461
0.5224294066429138,0.8315806984901428,0.9016997218132019,0.7496244311332703
0.5669061541557312,0.8100484013557434,0.9049792885780334,0.739108681678772
0.5526387691497803,0.8187280893325806,0.9224981665611267,0.7466199398040771
0.5575202107429504,0.8143882751464844,0.8146226406097412,0.7606409788131714
0.6398612856864929,0.7883492112159729,1.162861704826355,0.6755132675170898
0.6324272155761719,0.7915205955505371,0.8768250346183777,0.741111695766449
0.5688945055007935,0.8152228593826294,0.8406572341918945,0.7511267066001892
